DN,geometry
2,"POLYGON ((-76.12193924047467 2.95255163844186, -76.12193924047467 2.938854033976744, -76.10824163601265 2.938854033976744, -76.10824163601265 2.95255163844186, -76.12193924047467 2.95255163844186))"
5,"POLYGON ((-76.31370570294304 2.95255163844186, -76.31370570294304 2.925156429511628, -76.30000809848102 2.925156429511628, -76.30000809848102 2.95255163844186, -76.31370570294304 2.95255163844186))"
7,"POLYGON ((-77.0533763438924 2.938854033976744, -77.0533763438924 2.925156429511628, -77.03967873943037 2.925156429511628, -77.03967873943037 2.938854033976744, -77.0533763438924 2.938854033976744))"
1,"POLYGON ((-76.16303205386076 2.966249242906977, -76.16303205386076 2.95255163844186, -76.1356368449367 2.95255163844186, -76.1356368449367 2.938854033976744, -76.14933444939874 2.938854033976744, -76.14933444939874 2.925156429511628, -76.10824163601265 2.925156429511628, -76.10824163601265 2.938854033976744, -76.09454403155063 2.938854033976744, -76.09454403155063 2.966249242906977, -76.16303205386076 2.966249242906977), (-76.12193924047467 2.95255163844186, -76.10824163601265 2.95255163844186, -76.10824163601265 2.938854033976744, -76.12193924047467 2.938854033976744, -76.12193924047467 2.95255163844186))"
5,"POLYGON ((-76.93009790373418 2.99364445183721, -76.93009790373418 2.938854033976744, -76.91640029927215 2.938854033976744, -76.91640029927215 2.911458825046512, -76.90270269481012 2.911458825046512, -76.90270269481012 2.95255163844186, -76.91640029927215 2.95255163844186, -76.91640029927215 2.966249242906977, -76.90270269481012 2.966249242906977, -76.90270269481012 2.979946847372093, -76.91640029927215 2.979946847372093, -76.91640029927215 2.99364445183721, -76.93009790373418 2.99364445183721))"
6,"POLYGON ((-76.38219372525316 3.294991750069768, -76.38219372525316 3.21280612327907, -76.39589132971518 3.21280612327907, -76.39589132971518 3.199108518813953, -76.42328653863923 3.199108518813953, -76.42328653863923 3.185410914348837, -76.43698414310126 3.185410914348837, -76.43698414310126 3.171713309883721, -76.49177456094937 3.171713309883721, -76.49177456094937 3.158015705418605, -76.50547216541139 3.158015705418605, -76.50547216541139 3.144318100953488, -76.51916976987341 3.144318100953488, -76.51916976987341 3.116922892023256, -76.53286737433544 3.116922892023256, -76.53286737433544 3.10322528755814, -76.56026258325949 3.10322528755814, -76.56026258325949 3.116922892023256, -76.58765779218353 3.116922892023256, -76.58765779218353 3.089527683093023, -76.6150530011076 3.089527683093023, -76.6150530011076 3.10322528755814, -76.62875060556962 3.10322528755814, -76.62875060556962 3.116922892023256, -76.64244821003165 3.116922892023256, -76.64244821003165 3.10322528755814, -76.65614581449367 3.10322528755814, -76.65614581449367 3.062132474162791, -76.6698434189557 3.062132474162791, -76.6698434189557 3.034737265232558, -76.68354102341772 3.034737265232558, -76.68354102341772 3.021039660767442, -76.69723862787974 3.021039660767442, -76.69723862787974 3.007342056302326, -76.68354102341772 3.007342056302326, -76.68354102341772 2.979946847372093, -76.69723862787974 2.979946847372093, -76.69723862787974 2.966249242906977, -76.6698434189557 2.966249242906977, -76.6698434189557 2.925156429511628, -76.65614581449367 2.925156429511628, -76.65614581449367 2.911458825046512, -76.62875060556962 2.911458825046512, -76.62875060556962 2.925156429511628, -76.64244821003165 2.925156429511628, -76.64244821003165 2.938854033976744, -76.65614581449367 2.938854033976744, -76.65614581449367 2.95255163844186, -76.64244821003165 2.95255163844186, -76.64244821003165 2.99364445183721, -76.62875060556962 2.99364445183721, -76.62875060556962 3.007342056302326, -76.6150530011076 3.007342056302326, -76.6150530011076 2.979946847372093, -76.58765779218353 2.979946847372093, -76.58765779218353 2.99364445183721, -76.53286737433544 2.99364445183721, -76.53286737433544 2.925156429511628, -76.50547216541139 2.925156429511628, -76.50547216541139 2.911458825046512, -76.49177456094937 2.911458825046512, -76.49177456094937 2.966249242906977, -76.47807695648734 2.966249242906977, -76.47807695648734 2.95255163844186, -76.46437935202532 2.95255163844186, -76.46437935202532 2.966249242906977, -76.4506817475633 2.966249242906977, -76.4506817475633 2.99364445183721, -76.42328653863923 2.99364445183721, -76.42328653863923 3.007342056302326, -76.38219372525316 3.007342056302326, -76.38219372525316 3.034737265232558, -76.36849612079114 3.034737265232558, -76.36849612079114 3.048434869697675, -76.35479851632911 3.048434869697675, -76.35479851632911 3.034737265232558, -76.34110091186709 3.034737265232558, -76.34110091186709 3.062132474162791, -76.30000809848102 3.062132474162791, -76.30000809848102 3.075830078627907, -76.32740330740506 3.075830078627907, -76.32740330740506 3.089527683093023, -76.31370570294304 3.089527683093023, -76.31370570294304 3.10322528755814, -76.30000809848102 3.10322528755814, -76.30000809848102 3.130620496488372, -76.27261288955695 3.130620496488372, -76.27261288955695 3.144318100953488, -76.25891528509493 3.144318100953488, -76.25891528509493 3.158015705418605, -76.2452176806329 3.158015705418605, -76.2452176806329 3.171713309883721, -76.21782247170886 3.171713309883721, -76.21782247170886 3.199108518813953, -76.20412486724683 3.199108518813953, -76.20412486724683 3.267596541139535, -76.23152007617088 3.267596541139535, -76.23152007617088 3.281294145604651, -76.35479851632911 3.281294145604651, -76.35479851632911 3.294991750069768, -76.38219372525316 3.294991750069768))"
4,"POLYGON ((-76.16303205386076 3.240201332209303, -76.16303205386076 3.226503727744186, -76.17672965832278 3.226503727744186, -76.17672965832278 3.21280612327907, -76.16303205386076 3.21280612327907, -76.16303205386076 3.199108518813953, -76.17672965832278 3.199108518813953, -76.17672965832278 3.171713309883721, -76.19042726278481 3.171713309883721, -76.19042726278481 3.185410914348837, -76.20412486724683 3.185410914348837, -76.20412486724683 3.116922892023256, -76.21782247170886 3.116922892023256, -76.21782247170886 3.130620496488372, -76.23152007617088 3.130620496488372, -76.23152007617088 3.158015705418605, -76.2452176806329 3.158015705418605, -76.2452176806329 3.116922892023256, -76.28631049401898 3.116922892023256, -76.28631049401898 3.048434869697675, -76.2452176806329 3.048434869697675, -76.2452176806329 3.021039660767442, -76.28631049401898 3.021039660767442, -76.28631049401898 2.95255163844186, -76.30000809848102 2.95255163844186, -76.30000809848102 2.925156429511628, -76.28631049401898 2.925156429511628, -76.28631049401898 2.897761220581395, -76.27261288955695 2.897761220581395, -76.27261288955695 2.925156429511628, -76.25891528509493 2.925156429511628, -76.25891528509493 2.95255163844186, -76.21782247170886 2.95255163844186, -76.21782247170886 2.966249242906977, -76.23152007617088 2.966249242906977, -76.23152007617088 2.979946847372093, -76.21782247170886 2.979946847372093, -76.21782247170886 2.99364445183721, -76.23152007617088 2.99364445183721, -76.23152007617088 3.007342056302326, -76.21782247170886 3.007342056302326, -76.21782247170886 3.021039660767442, -76.16303205386076 3.021039660767442, -76.16303205386076 3.034737265232558, -76.20412486724683 3.034737265232558, -76.20412486724683 3.062132474162791, -76.19042726278481 3.062132474162791, -76.19042726278481 3.075830078627907, -76.20412486724683 3.075830078627907, -76.20412486724683 3.089527683093023, -76.19042726278481 3.089527683093023, -76.19042726278481 3.10322528755814, -76.17672965832278 3.10322528755814, -76.17672965832278 3.144318100953488, -76.14933444939874 3.144318100953488, -76.14933444939874 3.158015705418605, -76.16303205386076 3.158015705418605, -76.16303205386076 3.171713309883721, -76.1356368449367 3.171713309883721, -76.1356368449367 3.21280612327907, -76.14933444939874 3.21280612327907, -76.14933444939874 3.240201332209303, -76.16303205386076 3.240201332209303), (-76.25891528509493 3.007342056302326, -76.2452176806329 3.007342056302326, -76.2452176806329 2.99364445183721, -76.25891528509493 2.99364445183721, -76.25891528509493 3.007342056302326))"
1,"POLYGON ((-76.03975361370253 3.007342056302326, -76.03975361370253 2.99364445183721, -76.06714882262658 2.99364445183721, -76.06714882262658 2.966249242906977, -76.05345121816455 2.966249242906977, -76.05345121816455 2.95255163844186, -76.03975361370253 2.95255163844186, -76.03975361370253 2.938854033976744, -76.05345121816455 2.938854033976744, -76.05345121816455 2.925156429511628, -76.03975361370253 2.925156429511628, -76.03975361370253 2.897761220581395, -75.99866080031646 2.897761220581395, -75.99866080031646 2.925156429511628, -76.01235840477848 2.925156429511628, -76.01235840477848 2.938854033976744, -76.0260560092405 2.938854033976744, -76.0260560092405 3.007342056302326, -76.03975361370253 3.007342056302326), (-76.05345121816455 2.979946847372093, -76.03975361370253 2.979946847372093, -76.03975361370253 2.966249242906977, -76.05345121816455 2.966249242906977, -76.05345121816455 2.979946847372093))"
6,"POLYGON ((-76.93009790373418 2.938854033976744, -76.93009790373418 2.925156429511628, -76.95749311265823 2.925156429511628, -76.95749311265823 2.897761220581395, -76.9437955081962 2.897761220581395, -76.9437955081962 2.911458825046512, -76.91640029927215 2.911458825046512, -76.91640029927215 2.938854033976744, -76.93009790373418 2.938854033976744))"
7,"POLYGON ((-77.06707394835443 3.048434869697675, -77.06707394835443 3.021039660767442, -77.09446915727848 3.021039660767442, -77.09446915727848 2.99364445183721, -77.1081667617405 2.99364445183721, -77.1081667617405 2.966249242906977, -77.09446915727848 2.966249242906977, -77.09446915727848 2.979946847372093, -77.06707394835443 2.979946847372093, -77.06707394835443 2.966249242906977, -77.0533763438924 2.966249242906977, -77.0533763438924 2.95255163844186, -77.03967873943037 2.95255163844186, -77.03967873943037 2.979946847372093, -77.02598113496835 2.979946847372093, -77.02598113496835 2.966249242906977, -77.01228353050632 2.966249242906977, -77.01228353050632 3.007342056302326, -76.9985859260443 3.007342056302326, -76.9985859260443 3.021039660767442, -76.98488832158228 3.021039660767442, -76.98488832158228 2.99364445183721, -76.9985859260443 2.99364445183721, -76.9985859260443 2.979946847372093, -76.98488832158228 2.979946847372093, -76.98488832158228 2.938854033976744, -76.97119071712025 2.938854033976744, -76.97119071712025 2.911458825046512, -76.9985859260443 2.911458825046512, -76.9985859260443 2.897761220581395, -76.95749311265823 2.897761220581395, -76.95749311265823 2.925156429511628, -76.93009790373418 2.925156429511628, -76.93009790373418 2.938854033976744, -76.95749311265823 2.938854033976744, -76.95749311265823 2.95255163844186, -76.97119071712025 2.95255163844186, -76.97119071712025 2.979946847372093, -76.95749311265823 2.979946847372093, -76.95749311265823 2.99364445183721, -76.97119071712025 2.99364445183721, -76.97119071712025 3.007342056302326, -76.95749311265823 3.007342056302326, -76.95749311265823 3.034737265232558, -76.98488832158228 3.034737265232558, -76.98488832158228 3.048434869697675, -77.02598113496835 3.048434869697675, -77.02598113496835 3.034737265232558, -77.0533763438924 3.034737265232558, -77.0533763438924 3.048434869697675, -77.06707394835443 3.048434869697675), (-77.06707394835443 3.021039660767442, -77.02598113496835 3.021039660767442, -77.02598113496835 3.007342056302326, -77.0533763438924 3.007342056302326, -77.0533763438924 2.99364445183721, -77.06707394835443 2.99364445183721, -77.06707394835443 3.021039660767442))"
7,"POLYGON ((-77.0533763438924 2.911458825046512, -77.0533763438924 2.884063616116279, -77.03967873943037 2.884063616116279, -77.03967873943037 2.897761220581395, -77.01228353050632 2.897761220581395, -77.01228353050632 2.911458825046512, -77.0533763438924 2.911458825046512))"
5,"POLYGON ((-76.97119071712025 2.897761220581395, -76.97119071712025 2.884063616116279, -76.9437955081962 2.884063616116279, -76.9437955081962 2.897761220581395, -76.97119071712025 2.897761220581395))"
1,"POLYGON ((-76.16303205386076 2.911458825046512, -76.16303205386076 2.897761220581395, -76.19042726278481 2.897761220581395, -76.19042726278481 2.884063616116279, -76.14933444939874 2.884063616116279, -76.14933444939874 2.897761220581395, -76.1356368449367 2.897761220581395, -76.1356368449367 2.884063616116279, -76.09454403155063 2.884063616116279, -76.09454403155063 2.897761220581395, -76.10824163601265 2.897761220581395, -76.10824163601265 2.911458825046512, -76.16303205386076 2.911458825046512))"
6,"POLYGON ((-76.62875060556962 2.911458825046512, -76.62875060556962 2.897761220581395, -76.64244821003165 2.897761220581395, -76.64244821003165 2.884063616116279, -76.62875060556962 2.884063616116279, -76.62875060556962 2.870366011651163, -76.6150530011076 2.870366011651163, -76.6150530011076 2.911458825046512, -76.62875060556962 2.911458825046512))"
2,"POLYGON ((-75.99866080031646 2.911458825046512, -75.99866080031646 2.897761220581395, -76.03975361370253 2.897761220581395, -76.03975361370253 2.856668407186047, -76.0260560092405 2.856668407186047, -76.0260560092405 2.870366011651163, -75.98496319585442 2.870366011651163, -75.98496319585442 2.884063616116279, -75.9712655913924 2.884063616116279, -75.9712655913924 2.911458825046512, -75.99866080031646 2.911458825046512))"
7,"POLYGON ((-76.97119071712025 2.870366011651163, -76.97119071712025 2.856668407186047, -76.95749311265823 2.856668407186047, -76.95749311265823 2.870366011651163, -76.97119071712025 2.870366011651163))"
5,"POLYGON ((-76.79312185911392 2.870366011651163, -76.79312185911392 2.84297080272093, -76.7794242546519 2.84297080272093, -76.7794242546519 2.870366011651163, -76.79312185911392 2.870366011651163))"
4,"POLYGON ((-76.64244821003165 2.856668407186047, -76.64244821003165 2.84297080272093, -76.62875060556962 2.84297080272093, -76.62875060556962 2.856668407186047, -76.64244821003165 2.856668407186047))"
6,"POLYGON ((-76.73833144126581 2.856668407186047, -76.73833144126581 2.829273198255814, -76.72463383680379 2.829273198255814, -76.72463383680379 2.856668407186047, -76.73833144126581 2.856668407186047))"
4,"POLYGON ((-75.94387038246835 2.856668407186047, -75.94387038246835 2.829273198255814, -75.93017277800632 2.829273198255814, -75.93017277800632 2.856668407186047, -75.94387038246835 2.856668407186047))"
7,"POLYGON ((-76.9985859260443 2.84297080272093, -76.9985859260443 2.829273198255814, -76.98488832158228 2.829273198255814, -76.98488832158228 2.84297080272093, -76.9985859260443 2.84297080272093))"
6,"POLYGON ((-76.98488832158228 2.897761220581395, -76.98488832158228 2.829273198255814, -76.97119071712025 2.829273198255814, -76.97119071712025 2.815575593790698, -76.95749311265823 2.815575593790698, -76.95749311265823 2.84297080272093, -76.9437955081962 2.84297080272093, -76.9437955081962 2.870366011651163, -76.93009790373418 2.870366011651163, -76.93009790373418 2.884063616116279, -76.97119071712025 2.884063616116279, -76.97119071712025 2.897761220581395, -76.98488832158228 2.897761220581395), (-76.97119071712025 2.870366011651163, -76.95749311265823 2.870366011651163, -76.95749311265823 2.856668407186047, -76.97119071712025 2.856668407186047, -76.97119071712025 2.870366011651163))"
6,"POLYGON ((-76.69723862787974 2.911458825046512, -76.69723862787974 2.897761220581395, -76.68354102341772 2.897761220581395, -76.68354102341772 2.856668407186047, -76.69723862787974 2.856668407186047, -76.69723862787974 2.84297080272093, -76.71093623234177 2.84297080272093, -76.71093623234177 2.815575593790698, -76.69723862787974 2.815575593790698, -76.69723862787974 2.829273198255814, -76.68354102341772 2.829273198255814, -76.68354102341772 2.84297080272093, -76.6698434189557 2.84297080272093, -76.6698434189557 2.870366011651163, -76.65614581449367 2.870366011651163, -76.65614581449367 2.884063616116279, -76.6698434189557 2.884063616116279, -76.6698434189557 2.911458825046512, -76.69723862787974 2.911458825046512))"
5,"POLYGON ((-76.98488832158228 2.829273198255814, -76.98488832158228 2.815575593790698, -76.97119071712025 2.815575593790698, -76.97119071712025 2.829273198255814, -76.98488832158228 2.829273198255814))"
4,"POLYGON ((-76.53286737433544 2.829273198255814, -76.53286737433544 2.815575593790698, -76.51916976987341 2.815575593790698, -76.51916976987341 2.829273198255814, -76.53286737433544 2.829273198255814))"
5,"POLYGON ((-76.93009790373418 2.884063616116279, -76.93009790373418 2.870366011651163, -76.9437955081962 2.870366011651163, -76.9437955081962 2.84297080272093, -76.95749311265823 2.84297080272093, -76.95749311265823 2.801877989325582, -76.9437955081962 2.801877989325582, -76.9437955081962 2.829273198255814, -76.93009790373418 2.829273198255814, -76.93009790373418 2.84297080272093, -76.91640029927215 2.84297080272093, -76.91640029927215 2.870366011651163, -76.90270269481012 2.870366011651163, -76.90270269481012 2.884063616116279, -76.93009790373418 2.884063616116279))"
4,"POLYGON ((-76.98488832158228 2.815575593790698, -76.98488832158228 2.801877989325582, -76.95749311265823 2.801877989325582, -76.95749311265823 2.815575593790698, -76.98488832158228 2.815575593790698))"
4,"POLYGON ((-76.73833144126581 2.815575593790698, -76.73833144126581 2.801877989325582, -76.72463383680379 2.801877989325582, -76.72463383680379 2.815575593790698, -76.73833144126581 2.815575593790698))"
7,"POLYGON ((-77.1081667617405 2.897761220581395, -77.1081667617405 2.84297080272093, -77.09446915727848 2.84297080272093, -77.09446915727848 2.815575593790698, -77.1081667617405 2.815575593790698, -77.1081667617405 2.801877989325582, -77.08077155281646 2.801877989325582, -77.08077155281646 2.788180384860465, -77.0533763438924 2.788180384860465, -77.0533763438924 2.801877989325582, -77.03967873943037 2.801877989325582, -77.03967873943037 2.788180384860465, -77.01228353050632 2.788180384860465, -77.01228353050632 2.815575593790698, -76.9985859260443 2.815575593790698, -76.9985859260443 2.829273198255814, -77.02598113496835 2.829273198255814, -77.02598113496835 2.815575593790698, -77.03967873943037 2.815575593790698, -77.03967873943037 2.870366011651163, -77.08077155281646 2.870366011651163, -77.08077155281646 2.884063616116279, -77.09446915727848 2.884063616116279, -77.09446915727848 2.897761220581395, -77.1081667617405 2.897761220581395))"
4,"POLYGON ((-76.68354102341772 2.801877989325582, -76.68354102341772 2.788180384860465, -76.6698434189557 2.788180384860465, -76.6698434189557 2.801877989325582, -76.68354102341772 2.801877989325582))"
5,"POLYGON ((-76.47807695648734 2.801877989325582, -76.47807695648734 2.788180384860465, -76.46437935202532 2.788180384860465, -76.46437935202532 2.801877989325582, -76.47807695648734 2.801877989325582))"
3,"POLYGON ((-76.17672965832278 2.801877989325582, -76.17672965832278 2.788180384860465, -76.16303205386076 2.788180384860465, -76.16303205386076 2.801877989325582, -76.17672965832278 2.801877989325582))"
3,"POLYGON ((-75.87538236015823 2.801877989325582, -75.87538236015823 2.788180384860465, -75.8616847556962 2.788180384860465, -75.8616847556962 2.801877989325582, -75.87538236015823 2.801877989325582))"
5,"POLYGON ((-76.98488832158228 2.801877989325582, -76.98488832158228 2.774482780395349, -76.97119071712025 2.774482780395349, -76.97119071712025 2.788180384860465, -76.95749311265823 2.788180384860465, -76.95749311265823 2.801877989325582, -76.98488832158228 2.801877989325582))"
7,"POLYGON ((-77.01228353050632 2.788180384860465, -77.01228353050632 2.774482780395349, -76.9985859260443 2.774482780395349, -76.9985859260443 2.788180384860465, -77.01228353050632 2.788180384860465))"
4,"POLYGON ((-76.72463383680379 2.788180384860465, -76.72463383680379 2.774482780395349, -76.71093623234177 2.774482780395349, -76.71093623234177 2.788180384860465, -76.72463383680379 2.788180384860465))"
2,"POLYGON ((-76.09454403155063 2.788180384860465, -76.09454403155063 2.774482780395349, -76.0808464270886 2.774482780395349, -76.0808464270886 2.788180384860465, -76.09454403155063 2.788180384860465))"
6,"POLYGON ((-76.9985859260443 2.829273198255814, -76.9985859260443 2.815575593790698, -77.01228353050632 2.815575593790698, -77.01228353050632 2.788180384860465, -76.9985859260443 2.788180384860465, -76.9985859260443 2.760785175930232, -76.97119071712025 2.760785175930232, -76.97119071712025 2.774482780395349, -76.98488832158228 2.774482780395349, -76.98488832158228 2.829273198255814, -76.9985859260443 2.829273198255814))"
7,"POLYGON ((-77.27253801528481 2.801877989325582, -77.27253801528481 2.760785175930232, -77.24514280636076 2.760785175930232, -77.24514280636076 2.788180384860465, -77.23144520189874 2.788180384860465, -77.23144520189874 2.801877989325582, -77.27253801528481 2.801877989325582))"
3,"POLYGON ((-75.83428954677215 2.829273198255814, -75.83428954677215 2.801877989325582, -75.84798715123418 2.801877989325582, -75.84798715123418 2.788180384860465, -75.83428954677215 2.788180384860465, -75.83428954677215 2.760785175930232, -75.82059194231012 2.760785175930232, -75.82059194231012 2.774482780395349, -75.80689433784809 2.774482780395349, -75.80689433784809 2.815575593790698, -75.82059194231012 2.815575593790698, -75.82059194231012 2.829273198255814, -75.83428954677215 2.829273198255814))"
8,"POLYGON ((-77.0533763438924 2.801877989325582, -77.0533763438924 2.788180384860465, -77.08077155281646 2.788180384860465, -77.08077155281646 2.760785175930232, -77.06707394835443 2.760785175930232, -77.06707394835443 2.774482780395349, -77.0533763438924 2.774482780395349, -77.0533763438924 2.760785175930232, -77.03967873943037 2.760785175930232, -77.03967873943037 2.774482780395349, -77.02598113496835 2.774482780395349, -77.02598113496835 2.788180384860465, -77.03967873943037 2.788180384860465, -77.03967873943037 2.801877989325582, -77.0533763438924 2.801877989325582))"
4,"POLYGON ((-76.03975361370253 2.788180384860465, -76.03975361370253 2.760785175930232, -76.0260560092405 2.760785175930232, -76.0260560092405 2.788180384860465, -76.03975361370253 2.788180384860465))"
2,"POLYGON ((-76.1356368449367 2.774482780395349, -76.1356368449367 2.760785175930232, -76.12193924047467 2.760785175930232, -76.12193924047467 2.774482780395349, -76.1356368449367 2.774482780395349))"
2,"POLYGON ((-75.82059194231012 2.774482780395349, -75.82059194231012 2.760785175930232, -75.80689433784809 2.760785175930232, -75.80689433784809 2.774482780395349, -75.82059194231012 2.774482780395349))"
4,"POLYGON ((-75.95756798693037 2.829273198255814, -75.95756798693037 2.747087571465117, -75.94387038246835 2.747087571465117, -75.94387038246835 2.801877989325582, -75.93017277800632 2.801877989325582, -75.93017277800632 2.815575593790698, -75.94387038246835 2.815575593790698, -75.94387038246835 2.829273198255814, -75.95756798693037 2.829273198255814))"
2,"POLYGON ((-75.9164751735443 2.870366011651163, -75.9164751735443 2.815575593790698, -75.90277756908228 2.815575593790698, -75.90277756908228 2.788180384860465, -75.87538236015823 2.788180384860465, -75.87538236015823 2.760785175930232, -75.84798715123418 2.760785175930232, -75.84798715123418 2.747087571465117, -75.82059194231012 2.747087571465117, -75.82059194231012 2.760785175930232, -75.83428954677215 2.760785175930232, -75.83428954677215 2.788180384860465, -75.84798715123418 2.788180384860465, -75.84798715123418 2.801877989325582, -75.83428954677215 2.801877989325582, -75.83428954677215 2.829273198255814, -75.82059194231012 2.829273198255814, -75.82059194231012 2.84297080272093, -75.8616847556962 2.84297080272093, -75.8616847556962 2.829273198255814, -75.87538236015823 2.829273198255814, -75.87538236015823 2.84297080272093, -75.88907996462025 2.84297080272093, -75.88907996462025 2.856668407186047, -75.90277756908228 2.856668407186047, -75.90277756908228 2.870366011651163, -75.9164751735443 2.870366011651163), (-75.87538236015823 2.801877989325582, -75.8616847556962 2.801877989325582, -75.8616847556962 2.788180384860465, -75.87538236015823 2.788180384860465, -75.87538236015823 2.801877989325582))"
5,"POLYGON ((-77.01228353050632 2.774482780395349, -77.01228353050632 2.747087571465117, -76.9985859260443 2.747087571465117, -76.9985859260443 2.774482780395349, -77.01228353050632 2.774482780395349))"
3,"POLYGON ((-75.77949912892404 2.760785175930232, -75.77949912892404 2.747087571465117, -75.76580152446202 2.747087571465117, -75.76580152446202 2.760785175930232, -75.77949912892404 2.760785175930232))"
